codice,titolo,autore,editore,editore_norm,anno,genere,tipologia,copie_ragionieri,collocazioni,inventari,prestito,criteri,descrizione,url
UBO4043065,1 / storia Masao Yajima ; disegni Boichi,,Planet Manga,Planet Manga,2011,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|RAQ,BC61497,Ammesso al prestito,genere:Vignette o Fumetti,"1 / storia Masao Yajima ; disegni Boichi. - Modena : Planet Manga, [2011?]. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4043065
UBO4440729,1 / storia Masaya Hokazono ; disegni Nokuto Koike,,Planet Manga,Planet Manga,2019,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|KIL,bc66767,Ammesso al prestito,genere:Vignette o Fumetti,"1 / storia Masaya Hokazono ; disegni Nokuto Koike. - Modena : Planet Manga, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4440729
UBO4844553,1 / storia Yuto Tsukuda ; disegni Shun Saeki ; in collaborazione con Yuki Morisaki,,,,2024,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|FOO,bc74515,Ammesso al prestito,genere:Vignette o Fumetti,"1 / storia Yuto Tsukuda ; disegni Shun Saeki ; in collaborazione con Yuki Morisaki. - Modena : Panini comics ; Planet manga, 2024. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4844553
UBO4783563,1 / storia: Satoshi Miyagawa,,,,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|JOK,bc71189,Ammesso al prestito,genere:Vignette o Fumetti,"1 / storia: Satoshi Miyagawa. - Modena : Planet manga, ©2023. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4783563
UBO4430057,1 / storia: Yabako Sandrovich ; disegni: Daromeon,,Planet Manga,Planet Manga,2019,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|KEN,bc66800,Ammesso al prestito,genere:Vignette o Fumetti,"1 / storia: Yabako Sandrovich ; disegni: Daromeon. - Modena : Planet Manga, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4430057
UBO4320400,1 / story Arata Miyatsuki ; art Yuya Kanzaki,,Planet Manga,Planet Manga,2018,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|PER,bc65509,Ammesso al prestito,genere:Vignette o Fumetti,"1 / story Arata Miyatsuki ; art Yuya Kanzaki. - Modena : Planet Manga, [2018]. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4320400
PCM0049715,"1 / story Uketsu, art Kyo Ayano",,BD,BD,2025,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|STR,bc74490,Ammesso al prestito,genere:Vignette o Fumetti,"1 / story Uketsu, art Kyo Ayano. - Milano : BD, [2025]. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/PCM0049715
UBO4480495,1 / Syun Matsuena,,Planet Manga,Planet Manga,2020,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|AGE,bc67830,Ammesso al prestito,genere:Vignette o Fumetti,"1 / Syun Matsuena. - Modena : Planet Manga, 2020. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4480495
UBO4262183,1 / testo e disegni Yoshimurakana,,Planet Manga,Planet Manga,2017,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|MUR,bc64673,Ammesso al prestito,genere:Vignette o Fumetti,"1 / testo e disegni Yoshimurakana. - Modena : Planet Manga, 2017. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4262183
LO12083878,1 / Tetsuya Imai,,Saldapress,SaldaPress,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|ALI,bc70685,Ammesso al prestito,genere:Vignette o Fumetti,"1 / Tetsuya Imai. - Reggio Emilia : Saldapress, 2023. 169 p. : fumetti ; 19 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/LO12083878
UBO4507766,1 / Tetsuya Tashiro,,Planet manga,Planet Manga,2021,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|KAI,bc67555,Ammesso al prestito,genere:Vignette o Fumetti,"1 / Tetsuya Tashiro. - Modena : Planet manga, 2021. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4507766
UBO4475507,1 / Yako Gureishi,,Planet Manga,Planet Manga,2020,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|SOM,bc66897,Ammesso al prestito,genere:Vignette o Fumetti,"1 / Yako Gureishi. - Modena : Planet Manga, 2020. 1 volume (senza paginazione) : fumetti ; 19 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4475507
BCT0100707,1 / Yamada Sansuke ; traduzione e note a cura di Loris Usai,"Yamada, Sansuke",Coconino Press,Coconino Press,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|POL,bc71528,Ammesso al prestito,genere:Vignette o Fumetti,"Yamada, Sansuke. 1 / Yamada Sansuke ; traduzione e note a cura di Loris Usai. - Roma : Coconino Press, 2023. 173 p. : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/BCT0100707
TO01622764,1 / Yoichi Takahashi,"Takahashi, Yoichi",Star Comics,Star Comics,2004,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|STR,bc54872b,Ammesso al prestito,genere:Vignette o Fumetti,"Takahashi, Yoichi. 1 / Yoichi Takahashi. - Bosco (Pg) : Star Comics, 2004. 185 p. : in gran parte ill. ; 18 cm..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO01622764
UBO4736520,1 / Yoshie Kaoruhara,,Planet Manga,Planet Manga,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|KEI,bc70715,Ammesso al prestito,genere:Vignette o Fumetti,"1 / Yoshie Kaoruhara. - Modena : Planet Manga, 2023. 1 volume (senza paginazione) : fumetti : 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4736520
BVE0893161,1 / Yoshifumi Totsuka,,Planet manga,Planet Manga,2021,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|UND,bc68314,Ammesso al prestito,genere:Vignette o Fumetti,"1 / Yoshifumi Totsuka. - Modena : Planet manga, 2021. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/BVE0893161
UMC1008337,1 : Izuku Midoriya: origin / Kohei Horikoshi,"Horikoshi, Kohei",Star Comics,Star Comics,2016,Letteratura per Ragazzi,Monografia moderna,1,FT|741.595|2|MYH,bc67237,Ammesso al prestito,"dewey:741.5, soggetto:Manga","Horikoshi, Kohei. 1 : Izuku Midoriya: origin / Kohei Horikoshi. - Bosco (Pg) : Star Comics, 2016. 185 p. : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UMC1008337
E200100438572,1. Genio idiota / Noboru Rokuda,"Rokuda, Noboru",Star Comics,Star Comics,2000,,Monografia moderna,1,FT|741.595|2|GIG,bc58320,Ammesso al prestito,soggetto:Fumetti,"Rokuda, Noboru. 1. Genio idiota / Noboru Rokuda. - Bosco (PG) : Star Comics, 2000. 122 p. : in gran parte ill. ; 18 cm. ( Mitico )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100438572
MOD0939604,10 - Naruto / Masashi Kishimoto,,Panini Comics,Panini Comics,2004,Vignette o Fumetti,Monografia moderna,2,FT|741.595|2|NAR,bc53428; bc70125,Ammesso solo al prestito locale,genere:Vignette o Fumetti,"10. - Modena : Panini Comics, 2004. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD0939604
UBO4544978,10 / [storia e disegni] Inio Asano,,Planet Manga,Planet Manga,2021,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|DEA,bc67737,Ammesso al prestito,genere:Vignette o Fumetti,"10 / [storia e disegni] Inio Asano. - Modena : Planet Manga, 2021. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4544978
UBO4515978,10 / Akimi Yoshida,"Yoshida, Akimi",Planet Manga,Planet Manga,2021,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|BAN,bc67540,Ammesso al prestito,genere:Vignette o Fumetti,"Yoshida, Akimi. 10 / Akimi Yoshida. - Modena : Planet Manga, 2021. 1 volume (senza paginazione) : fumetti ; 21 cm + 1 cartolina.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4515978
BCT0100897,10 / Akira Amano,,BD,BD,2024,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|MIS,bc72437,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Akira Amano. - Milano : BD, [2024]. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/BCT0100897
UBO4229196,10 / Ark Performance,,Planet Manga,Planet Manga,2016,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|ARP,bc64330,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Ark Performance. - Modena : Planet Manga, 2016. 1 volumi (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4229196
RAV2162438,10 / art by Dubu (Redice studio) ; original story by Chugong,,Star Comics,Star Comics,2022,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|SOL,bc69794,Ammesso al prestito,genere:Vignette o Fumetti,"10 / art by Dubu (Redice studio) ; original story by Chugong. - Bosco (PG) : Star Comics, 2022. 158 p. : fumetti ; 21 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV2162438
UBO4440388,10 / Boichi,,Planet Manga,Planet Manga,2019,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|ORI,bc66621,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Boichi. - Modena : Planet Manga, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm. ( Manga Saga )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4440388
UBO4188081,10 / Chica Umino,,Planet Manga,Planet Manga,2015,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|MAR,bc64455,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Chica Umino. - Modena : Planet Manga, 2015. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4188081
BVE0898263,"10 / comics by Jinsei Kataoka, Kazuma Kondou",,Planet Manga,Planet Manga,2022,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|SMO,bc68165,Ammesso al prestito,genere:Vignette o Fumetti,"10 / comics by Jinsei Kataoka, Kazuma Kondou. - Modena : Planet Manga, 2022. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/BVE0898263
UBO4349678,10 / Flipflops,,Planet Manga,Planet Manga,2018,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|DAR,bc65875,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Flipflops. - Modena : Planet Manga, 2018. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4349678
UBO4331948,10 / Haruichi Furudate,,Star Comics,Star Comics,2016,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|HAI,bc69189,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Haruichi Furudate. - Bosco (PG) : Star Comics, 2016. [187] p. (paginazione varia) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4331948
RT10143167,10 / Hiro Mashima,,Star Comics,Star Comics,2021,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|EDE,bc70505,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Hiro Mashima. - Bosco (PG) : Star Comics, 2021. 185 p. : fumetti ; 18 cm. ( Young )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10143167
UBO4357091,10 / Hiroki Miyashita ; idea originale e character design di Yusuke Kazaki,,Planet Manga,Planet Manga,2018,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|TKC,bc66014,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Hiroki Miyashita ; idea originale e character design di Yusuke Kazaki. - Modena : Planet Manga, 2018. 1 volume (senza paginazione): fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4357091
TO10037729,10 / Hiromu Arakawa,,Panini Comics,Panini Comics,2022,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|FUL,bc68274,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Hiromu Arakawa. - Modena : Panini Comics, [2022]. - Ultimate deluxe ed. 1 volume (senza paginazione) : fumetti ; 21 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO10037729
UBO4106915,10 / Junya Inoue,,Planet Manga,Planet Manga,2013,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|BTO,bc64243,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Junya Inoue. - Modena : Planet Manga, 2013. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4106915
UBO4416441,10 / Kaiu Shirai ; Posuka Demizu,"Shirai, Kaiu",BD,BD,2019,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|PRO,bc66791,Ammesso al prestito,genere:Vignette o Fumetti,"Shirai, Kaiu. 10 / Kaiu Shirai ; Posuka Demizu. - Milano : BD, [2019]. 1 volume (senza paginazione) : fumetti ; 17 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4416441
RT10167518,10 / Kamome Shirahama,"Shirahama, Kamome",Planet Manga,Planet Manga,2022,Vignette o Fumetti ; Letteratura per Ragazzi,Monografia moderna,1,FT|741.595|2|ATE,bc69098,Ammesso al prestito,genere:Vignette o Fumetti,"Shirahama, Kamome. 10 / Kamome Shirahama. - Modena : Planet Manga, 2022. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10167518
TO02155909,10 / Kei Urana ; graffiti design Hideyoshi Andou,"Urana, Kei",Star Comics,Star Comics,2025,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|GAC,bc73848,Ammesso al prestito,genere:Vignette o Fumetti,"Urana, Kei. 10 / Kei Urana ; graffiti design Hideyoshi Andou. - Bosco (PG) : Star Comics, 2025. 154 p. : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO02155909
RT10189681,10 / Kiminori Wakasugi,,Star Comics,Star Comics,2024,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|DOM,bc71170,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Kiminori Wakasugi. - Bosco (PG) : Star Comics, 2024. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10189681
TO02139840,10 / Miki Yoshikawa,,Star Comics,Star Comics,2024,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|COU,bc72081,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Miki Yoshikawa. - Bosco (PG) : Star Comics, 2024. 172 p. : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO02139840
TO02152378,10 / Misaki Takamatsu,,,,2025,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|SKI,bc72695,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Misaki Takamatsu. - Milano : J-Pop ; BD, [2025]. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO02152378
RT10185303,10 / Nakaba Suzuki,"Suzuki, Nakaba",Star Comics,Star Comics,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|FOU,bc70806,Ammesso al prestito,genere:Vignette o Fumetti,"Suzuki, Nakaba. 10 / Nakaba Suzuki. - Bosco (PG) : Star Comics, 2023. 186 p. : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10185303
UBO4107922,10 / Naoki Urasawa,,Planet Manga,Planet Manga,2014,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|YAW,bc65560,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Naoki Urasawa. - Modena : Planet Manga, 2014. 1 volume (senza paginazione) : fumetti ; 15 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4107922
UBO4770679,10 / Naoya Matsumoto,"Matsumoto, Naoya",Star comics,Star Comics,2024,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|KAI,bc71151,Ammesso al prestito,genere:Vignette o Fumetti,"Matsumoto, Naoya. 10 / Naoya Matsumoto. - Bosco : Star comics, 2024. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4770679
UBO4187825,10 / presented by Hiroyuki Utatane,,Planet Manga,Planet Manga,2016,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|HEA,bc64623,Ammesso al prestito,genere:Vignette o Fumetti,"10 / presented by Hiroyuki Utatane. - Modena : Planet Manga, 2016. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4187825
RT10162198,10 / Rumiko Takahashi,,Star Comics,Star Comics,2022,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|MAO,bc68518,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Rumiko Takahashi. - Bosco (PG) : Star Comics, 2022. 187 p. : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10162198
VIA0521853,10 / Ryoko Kui,"Kui, Ryoko",,,2021,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|DUN,bc70912,Ammesso al prestito,genere:Vignette o Fumetti,"Kui, Ryoko. 10 / Ryoko Kui. - Milano : BD ; J-Pop, [2021]. 1 volume (senza paginazione) : fumetti ; 17 cm. ( J-pop )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/VIA0521853
UBO4374294,10 / Ryuta Amazume,,Planet Manga,Planet Manga,2019,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|NAN,bc66357,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Ryuta Amazume. - Modena : Planet Manga, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4374294
RE20007640,10 / Saki Hiwatari,"Hiwatari, Saki",,,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|PRO,bc69811,Ammesso al prestito,genere:Vignette o Fumetti,"Hiwatari, Saki. 10 / Saki Hiwatari. - Modena : Panini, c2023. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RE20007640
UBO4432815,10 / Shuzo Oshimi,,Planet Manga,Planet Manga,2019,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|HAP,bc66735,Ammesso al prestito,genere:Vignette o Fumetti,"10 / Shuzo Oshimi. - Modena : Planet Manga, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4432815
UBO4721696,10 / Siu - Tower of God / Siu,,Star Comics,Star Comics,2023,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|TOW,bc71581,Ammesso al prestito,genere:Vignette o Fumetti,"Siu <fumettista>. 10 / Siu. - Bosco (PG) : Star Comics, 2023. 303 p. : fumetti ; 21 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4721696
UBO4394594,10 / storia e disegni Chika Tojo ; opera originale Carlo Zen ; personaggi originali Shinobu Shinotsuki,,Planet Manga,Planet Manga,2019,Vignette o Fumetti,Monografia moderna,1,"FT|741,595|2|SAG",bc66437,Ammesso al prestito,genere:Vignette o Fumetti,"10 / storia e disegni Chika Tojo ; opera originale Carlo Zen ; personaggi originali Shinobu Shinotsuki. - Modena : Planet Manga, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4394594
RT10163843,10 / storia e disegni Hiroya Oku,,Planet Manga,Planet Manga,2022,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|GIG,bc68954,Ammesso al prestito,genere:Vignette o Fumetti,"10 / storia e disegni Hiroya Oku. - Modena : Planet Manga, 2022. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RT10163843
MOD1567450,10 / storia e disegni Matsuri Hino,,Panini comics,Panini Comics,2010,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|VAM,bc60830,Ammesso al prestito,genere:Vignette o Fumetti,"10 / storia e disegni Matsuri Hino. - Modena : Panini comics, 2010. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD1567450
UBO4425150,10 / storia e disegni Mitsuru Hattori,,Panini Comics,Panini Comics,2019,Vignette o Fumetti,Monografia moderna,1,FT|741.595|2|SAN,bc66455,Ammesso al prestito,genere:Vignette o Fumetti,"10 / storia e disegni Mitsuru Hattori. - Modena : Panini Comics, 2019. 1 volume (senza paginazione) : fumetti ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4425150
